OBD_No,OBD_Date,Goods_Issue_Time,Pick_Time,Pick_Date
76505927,18-06-2023,0 days 11:15:00,0 days 12:15:00,18-06-2023
76506548,08-05-2022,0 days 10:00:00,0 days 10:00:00,10-05-2022
76513238,26-07-2023,0 days 16:00:00,0 days 00:00:00,
76515425,18-11-2023,0 days 09:45:00,0 days 16:45:00,19-11-2023
76517227,09-10-2022,0 days 10:00:00,0 days 11:30:00,09-10-2022
76520220,30-08-2024,0 days 12:00:00,0 days 00:00:00,
76520752,28-04-2023,0 days 14:30:00,0 days 00:00:00,
76524861,21-11-2022,0 days 09:15:00,0 days 17:00:00,21-11-2022
76526254,10-03-2023,0 days 16:15:00,0 days 00:00:00,
76529367,10-08-2022,0 days 16:30:00,0 days 13:45:00,11-08-2022
76532017,04-11-2022,0 days 09:00:00,0 days 12:45:00,06-11-2022
76538181,25-07-2022,0 days 13:30:00,0 days 11:15:00,25-07-2022
76539615,18-02-2023,0 days 14:45:00,0 days 15:15:00,20-02-2023
76541443,16-07-2022,0 days 16:30:00,0 days 16:45:00,17-07-2022
76541473,,0 days 00:00:00,0 days 00:00:00,
76543273,04-04-2023,0 days 11:45:00,0 days 00:00:00,
76544513,19-02-2024,0 days 10:15:00,0 days 17:00:00,19-02-2024
76547190,03-07-2023,0 days 12:30:00,0 days 00:00:00,
76547214,11-01-2023,0 days 16:45:00,0 days 11:45:00,12-01-2023
76549837,11-04-2023,0 days 10:15:00,0 days 10:45:00,12-04-2023
76550843,03-07-2024,0 days 14:00:00,0 days 09:45:00,05-07-2024
76554287,22-09-2023,0 days 15:15:00,0 days 00:00:00,
76558294,30-11-2023,0 days 10:00:00,0 days 10:30:00,30-11-2023
76559938,,0 days 00:00:00,0 days 00:00:00,
76562688,,0 days 00:00:00,0 days 00:00:00,
76562797,02-04-2023,0 days 10:00:00,0 days 17:45:00,03-04-2023
76563058,,0 days 00:00:00,0 days 00:00:00,
76564166,,0 days 00:00:00,0 days 00:00:00,
76565050,08-08-2022,0 days 16:30:00,0 days 10:30:00,08-08-2022
76566782,26-02-2024,0 days 17:00:00,0 days 14:30:00,26-02-2024
76569035,18-07-2022,0 days 13:30:00,0 days 10:15:00,19-07-2022
76570663,20-11-2022,0 days 13:00:00,0 days 15:30:00,21-11-2022
76575577,23-06-2022,0 days 14:45:00,0 days 09:45:00,23-06-2022
76576334,02-07-2023,0 days 16:00:00,0 days 14:45:00,03-07-2023
76576562,16-02-2023,0 days 17:15:00,0 days 15:00:00,17-02-2023
76576813,18-04-2022,0 days 17:45:00,0 days 12:15:00,19-04-2022
76591702,19-08-2023,0 days 17:15:00,0 days 16:15:00,20-08-2023
76591799,20-04-2024,0 days 16:30:00,0 days 00:00:00,
76595315,,0 days 00:00:00,0 days 00:00:00,
76595366,25-11-2022,0 days 14:15:00,0 days 15:00:00,25-11-2022
76595544,06-01-2023,0 days 17:00:00,0 days 11:15:00,06-01-2023
76596831,05-09-2023,0 days 10:45:00,0 days 10:45:00,06-09-2023
76597532,09-10-2022,0 days 10:45:00,0 days 12:15:00,09-10-2022
76598922,,0 days 00:00:00,0 days 00:00:00,
76603325,21-02-2022,0 days 17:00:00,0 days 17:15:00,21-02-2022
76604981,11-04-2023,0 days 12:30:00,0 days 10:30:00,12-04-2023
76609761,05-11-2022,0 days 11:45:00,0 days 11:15:00,05-11-2022
76616115,,0 days 00:00:00,0 days 00:00:00,
76619106,,0 days 00:00:00,0 days 00:00:00,
76619163,01-03-2024,0 days 12:30:00,0 days 11:15:00,03-03-2024
76620601,09-03-2023,0 days 15:30:00,0 days 14:30:00,10-03-2023
76621163,10-04-2023,0 days 13:15:00,0 days 10:15:00,12-04-2023
76622941,21-04-2022,0 days 09:45:00,0 days 11:30:00,22-04-2022
76626284,15-03-2023,0 days 09:45:00,0 days 15:00:00,17-03-2023
76627264,27-09-2023,0 days 14:00:00,0 days 00:00:00,
76627421,14-12-2023,0 days 13:00:00,0 days 09:45:00,14-12-2023
76630564,29-07-2022,0 days 10:15:00,0 days 15:30:00,31-07-2022
76631244,,0 days 00:00:00,0 days 00:00:00,
76632720,,0 days 00:00:00,0 days 00:00:00,
76634324,06-09-2024,0 days 14:45:00,0 days 00:00:00,
76634925,17-07-2023,0 days 17:00:00,0 days 00:00:00,
76639928,29-09-2023,0 days 15:00:00,0 days 00:00:00,
76643379,14-04-2022,0 days 16:00:00,0 days 15:15:00,15-04-2022
76644413,,0 days 00:00:00,0 days 00:00:00,
76648409,11-08-2023,0 days 09:00:00,0 days 09:30:00,12-08-2023
76652724,30-11-2022,0 days 14:45:00,0 days 15:30:00,30-11-2022
76656221,08-04-2023,0 days 15:00:00,0 days 00:00:00,
76657301,01-04-2022,0 days 11:30:00,0 days 12:45:00,03-04-2022
76657366,06-03-2023,0 days 16:00:00,0 days 10:45:00,06-03-2023
76657561,06-07-2022,0 days 10:00:00,0 days 12:00:00,08-07-2022
76660836,,0 days 00:00:00,0 days 00:00:00,
76661435,22-04-2023,0 days 12:30:00,0 days 00:00:00,
76666036,11-08-2023,0 days 10:00:00,0 days 16:45:00,11-08-2023
76668408,11-11-2024,0 days 11:00:00,0 days 17:15:00,11-11-2024
76669876,13-08-2023,0 days 10:30:00,0 days 15:15:00,14-08-2023
76670159,11-01-2024,0 days 11:15:00,0 days 00:00:00,
76676382,,0 days 00:00:00,0 days 00:00:00,
76676757,10-09-2024,0 days 12:45:00,0 days 09:45:00,12-09-2024
76680045,,0 days 00:00:00,0 days 00:00:00,
76684091,10-04-2024,0 days 14:45:00,0 days 00:00:00,
76689269,10-11-2024,0 days 13:15:00,0 days 09:15:00,10-11-2024
76690005,12-09-2023,0 days 11:15:00,0 days 09:45:00,12-09-2023
76692866,09-04-2023,0 days 09:15:00,0 days 14:15:00,10-04-2023
76694960,26-02-2022,0 days 17:15:00,0 days 17:15:00,27-02-2022
76697125,,0 days 00:00:00,0 days 00:00:00,
76700175,27-02-2022,0 days 09:45:00,0 days 17:45:00,28-02-2022
76711804,05-06-2023,0 days 12:15:00,0 days 15:15:00,05-06-2023
76712305,07-05-2022,0 days 16:15:00,0 days 16:15:00,07-05-2022
76713516,18-08-2022,0 days 17:15:00,0 days 14:00:00,18-08-2022
76716184,12-01-2023,0 days 13:30:00,0 days 17:15:00,13-01-2023
76724054,09-05-2023,0 days 12:15:00,0 days 13:00:00,11-05-2023
76724131,15-08-2022,0 days 14:45:00,0 days 16:30:00,17-08-2022
76725470,28-02-2022,0 days 10:45:00,0 days 12:30:00,28-02-2022
76732339,08-09-2023,0 days 11:15:00,0 days 00:00:00,
76734716,04-10-2022,0 days 13:00:00,0 days 16:00:00,06-10-2022
76735750,26-05-2022,0 days 13:00:00,0 days 13:30:00,28-05-2022
76738469,03-09-2024,0 days 15:15:00,0 days 15:15:00,05-09-2024
76743428,30-06-2022,0 days 09:15:00,0 days 11:15:00,01-07-2022
76743800,10-05-2023,0 days 15:00:00,0 days 00:00:00,
76745463,,0 days 00:00:00,0 days 00:00:00,
76749487,03-07-2023,0 days 09:00:00,0 days 15:45:00,04-07-2023
76749702,16-04-2022,0 days 13:15:00,0 days 17:00:00,18-04-2022
76750637,19-02-2024,0 days 11:45:00,0 days 11:45:00,21-02-2024
76753592,10-10-2023,0 days 15:00:00,0 days 17:00:00,12-10-2023
76757928,12-08-2024,0 days 09:30:00,0 days 10:45:00,14-08-2024
76763043,31-08-2023,0 days 16:45:00,0 days 00:00:00,
76773846,07-03-2023,0 days 11:15:00,0 days 15:30:00,07-03-2023
76775311,,0 days 00:00:00,0 days 00:00:00,
76776459,,0 days 00:00:00,0 days 00:00:00,
76779099,22-01-2022,0 days 13:00:00,0 days 17:30:00,22-01-2022
76779917,03-10-2023,0 days 10:15:00,0 days 10:45:00,05-10-2023
76780112,07-09-2022,0 days 13:00:00,0 days 17:00:00,09-09-2022
76780754,03-01-2022,0 days 15:45:00,0 days 12:15:00,04-01-2022
76782059,07-06-2023,0 days 13:00:00,0 days 15:45:00,07-06-2023
76788593,,0 days 00:00:00,0 days 00:00:00,
76790446,,0 days 00:00:00,0 days 00:00:00,
76793593,27-06-2022,0 days 12:00:00,0 days 11:15:00,29-06-2022
76795767,20-04-2023,0 days 17:15:00,0 days 13:15:00,20-04-2023
76798361,16-06-2022,0 days 14:15:00,0 days 09:15:00,17-06-2022
76800348,26-11-2022,0 days 09:15:00,0 days 10:00:00,26-11-2022
76801015,,0 days 00:00:00,0 days 00:00:00,
76803099,12-03-2024,0 days 15:30:00,0 days 00:00:00,
76803647,28-07-2023,0 days 11:00:00,0 days 14:00:00,28-07-2023
76815040,31-10-2022,0 days 14:30:00,0 days 11:00:00,02-11-2022
76817345,27-11-2022,0 days 17:15:00,0 days 17:00:00,29-11-2022
76821466,21-09-2023,0 days 10:30:00,0 days 00:00:00,
76823072,21-04-2022,0 days 09:45:00,0 days 12:45:00,23-04-2022
76824006,,0 days 00:00:00,0 days 00:00:00,
76824887,30-03-2022,0 days 16:30:00,0 days 09:30:00,01-04-2022
76830369,04-03-2023,0 days 12:30:00,0 days 00:00:00,
76832107,,0 days 00:00:00,0 days 00:00:00,
76832297,,0 days 00:00:00,0 days 00:00:00,
76834931,20-02-2023,0 days 09:00:00,0 days 15:00:00,21-02-2023
76840523,05-10-2023,0 days 13:00:00,0 days 16:00:00,07-10-2023
76842467,01-04-2023,0 days 15:30:00,0 days 00:00:00,
76845536,29-03-2022,0 days 17:15:00,0 days 10:00:00,30-03-2022
76848478,11-09-2022,0 days 14:00:00,0 days 09:00:00,12-09-2022
76849489,,0 days 00:00:00,0 days 00:00:00,
76853549,11-04-2023,0 days 13:15:00,0 days 00:00:00,
76858535,04-03-2023,0 days 12:15:00,0 days 11:30:00,06-03-2023
76860919,,0 days 00:00:00,0 days 00:00:00,
76861330,17-07-2022,0 days 09:45:00,0 days 13:00:00,18-07-2022
76861738,03-03-2022,0 days 15:30:00,0 days 16:00:00,05-03-2022
76862828,27-05-2023,0 days 12:15:00,0 days 15:45:00,29-05-2023
76863454,13-01-2024,0 days 17:45:00,0 days 15:45:00,13-01-2024
76871217,17-10-2023,0 days 13:00:00,0 days 00:00:00,
76876044,12-03-2023,0 days 17:00:00,0 days 00:00:00,
76876068,,0 days 00:00:00,0 days 00:00:00,
76878955,22-01-2024,0 days 16:00:00,0 days 15:15:00,23-01-2024
76879246,26-10-2022,0 days 14:15:00,0 days 11:30:00,26-10-2022
76880359,05-11-2023,0 days 10:30:00,0 days 00:00:00,
76881934,13-05-2023,0 days 14:00:00,0 days 09:45:00,15-05-2023
76885393,26-01-2023,0 days 09:30:00,0 days 10:30:00,27-01-2023
76889143,07-10-2023,0 days 15:30:00,0 days 10:00:00,08-10-2023
76889980,22-08-2022,0 days 17:45:00,0 days 10:15:00,22-08-2022
76890827,06-11-2023,0 days 17:45:00,0 days 13:15:00,08-11-2023
76891576,14-06-2023,0 days 11:00:00,0 days 00:00:00,
76892413,08-04-2023,0 days 13:30:00,0 days 09:00:00,10-04-2023
76892907,22-04-2023,0 days 09:00:00,0 days 00:00:00,
76895710,,0 days 00:00:00,0 days 00:00:00,
76895856,,0 days 00:00:00,0 days 00:00:00,
76896668,14-05-2023,0 days 10:45:00,0 days 12:15:00,15-05-2023
76900453,,0 days 00:00:00,0 days 00:00:00,
76902714,02-06-2023,0 days 12:30:00,0 days 00:00:00,
76904158,03-11-2022,0 days 16:15:00,0 days 12:45:00,03-11-2022
76909725,13-02-2024,0 days 10:15:00,0 days 16:00:00,13-02-2024
76916019,11-02-2024,0 days 13:00:00,0 days 15:00:00,11-02-2024
76922183,12-10-2023,0 days 13:00:00,0 days 15:00:00,12-10-2023
76925145,06-07-2023,0 days 09:15:00,0 days 16:30:00,08-07-2023
76926715,06-05-2022,0 days 09:00:00,0 days 17:00:00,08-05-2022
76928515,02-01-2024,0 days 11:45:00,0 days 16:00:00,04-01-2024
76930209,,0 days 00:00:00,0 days 00:00:00,
76932055,01-08-2023,0 days 09:00:00,0 days 00:00:00,
76935788,23-01-2024,0 days 12:30:00,0 days 17:45:00,24-01-2024
76936010,25-10-2023,0 days 11:00:00,0 days 13:30:00,26-10-2023
76940549,24-08-2023,0 days 09:45:00,0 days 00:00:00,
76942115,,0 days 00:00:00,0 days 00:00:00,
76943149,15-07-2022,0 days 13:45:00,0 days 11:00:00,15-07-2022
76943577,,0 days 00:00:00,0 days 00:00:00,
76943778,12-10-2022,0 days 15:30:00,0 days 12:15:00,13-10-2022
76946457,,0 days 00:00:00,0 days 00:00:00,
76947674,12-02-2024,0 days 10:15:00,0 days 00:00:00,
76950084,18-06-2023,0 days 09:30:00,0 days 00:00:00,
76950655,13-06-2023,0 days 09:45:00,0 days 12:15:00,13-06-2023
76951469,17-07-2023,0 days 13:30:00,0 days 13:30:00,19-07-2023
76952744,16-10-2022,0 days 14:15:00,0 days 15:30:00,18-10-2022
76955536,24-07-2022,0 days 15:30:00,0 days 16:45:00,25-07-2022
76957784,05-10-2023,0 days 17:00:00,0 days 00:00:00,
76959377,02-01-2024,0 days 10:45:00,0 days 00:00:00,
76960098,19-05-2023,0 days 16:00:00,0 days 09:30:00,20-05-2023
76960840,03-03-2023,0 days 16:30:00,0 days 00:00:00,
76962870,03-12-2022,0 days 15:45:00,0 days 12:00:00,05-12-2022
76968371,31-07-2022,0 days 16:45:00,0 days 09:30:00,31-07-2022
76974373,17-12-2023,0 days 15:00:00,0 days 16:00:00,18-12-2023
76974557,22-04-2023,0 days 11:15:00,0 days 13:30:00,22-04-2023
76977946,,0 days 00:00:00,0 days 00:00:00,
76979544,07-08-2022,0 days 10:30:00,0 days 16:15:00,07-08-2022
76980546,26-03-2022,0 days 10:15:00,0 days 11:30:00,28-03-2022
76988422,08-05-2022,0 days 17:45:00,0 days 11:00:00,09-05-2022
76992672,29-03-2023,0 days 10:30:00,0 days 13:00:00,30-03-2023
76993580,21-08-2022,0 days 14:15:00,0 days 11:30:00,21-08-2022
77004252,,0 days 00:00:00,0 days 00:00:00,
77004565,11-07-2022,0 days 14:30:00,0 days 13:45:00,13-07-2022
77009843,,0 days 00:00:00,0 days 00:00:00,
77009918,22-04-2022,0 days 10:45:00,0 days 17:00:00,24-04-2022
77015110,21-02-2022,0 days 16:15:00,0 days 17:30:00,23-02-2022
77015343,,0 days 00:00:00,0 days 00:00:00,
77025040,,0 days 00:00:00,0 days 00:00:00,
77025580,21-11-2023,0 days 17:30:00,0 days 00:00:00,
77027173,11-02-2022,0 days 12:30:00,0 days 17:00:00,11-02-2022
77032883,12-03-2023,0 days 12:30:00,0 days 10:45:00,14-03-2023
77034462,,0 days 00:00:00,0 days 00:00:00,
77037295,,0 days 00:00:00,0 days 00:00:00,
77042862,24-01-2022,0 days 09:15:00,0 days 13:30:00,25-01-2022
77046255,18-12-2022,0 days 17:15:00,0 days 09:00:00,20-12-2022
77048234,12-12-2022,0 days 10:15:00,0 days 13:00:00,13-12-2022
77051583,15-04-2023,0 days 16:15:00,0 days 12:15:00,17-04-2023
77052184,18-07-2024,0 days 16:15:00,0 days 00:00:00,
77053980,03-10-2023,0 days 17:30:00,0 days 00:00:00,
77054390,,0 days 00:00:00,0 days 00:00:00,
77054695,18-02-2024,0 days 12:30:00,0 days 00:00:00,
77054885,22-09-2024,0 days 13:15:00,0 days 00:00:00,
77060632,,0 days 00:00:00,0 days 00:00:00,
77061163,25-05-2023,0 days 11:45:00,0 days 15:30:00,27-05-2023
77063002,09-02-2023,0 days 17:00:00,0 days 11:00:00,11-02-2023
77066159,22-11-2023,0 days 11:15:00,0 days 12:45:00,23-11-2023
77066471,18-03-2024,0 days 13:45:00,0 days 17:30:00,20-03-2024
77066497,26-06-2023,0 days 15:00:00,0 days 00:00:00,
77067918,07-02-2023,0 days 11:45:00,0 days 17:15:00,08-02-2023
77068267,18-02-2022,0 days 09:15:00,0 days 10:15:00,19-02-2022
77076032,05-10-2022,0 days 09:45:00,0 days 16:00:00,06-10-2022
77076096,10-02-2023,0 days 10:00:00,0 days 09:30:00,12-02-2023
77082048,21-10-2023,0 days 15:00:00,0 days 14:45:00,23-10-2023
77083557,,0 days 00:00:00,0 days 00:00:00,
77085942,23-01-2024,0 days 15:30:00,0 days 00:00:00,
77086404,,0 days 00:00:00,0 days 00:00:00,
77089857,14-05-2022,0 days 13:30:00,0 days 17:45:00,15-05-2022
77091759,23-09-2022,0 days 13:15:00,0 days 17:45:00,25-09-2022
77093782,07-12-2022,0 days 17:00:00,0 days 15:00:00,07-12-2022
77098020,23-11-2023,0 days 09:30:00,0 days 13:15:00,23-11-2023
77106875,19-04-2022,0 days 15:15:00,0 days 15:15:00,20-04-2022
77108172,25-01-2023,0 days 17:45:00,0 days 16:45:00,27-01-2023
77108989,08-04-2022,0 days 11:30:00,0 days 09:45:00,09-04-2022
77115056,07-08-2022,0 days 14:15:00,0 days 16:00:00,08-08-2022
77116153,21-03-2023,0 days 17:15:00,0 days 17:45:00,21-03-2023
77118962,20-11-2023,0 days 17:00:00,0 days 00:00:00,
77121355,27-03-2023,0 days 11:45:00,0 days 10:30:00,27-03-2023
77123368,19-02-2022,0 days 13:00:00,0 days 11:00:00,21-02-2022
77123852,30-03-2023,0 days 12:00:00,0 days 12:00:00,30-03-2023
77125394,,0 days 00:00:00,0 days 00:00:00,
77126840,16-08-2022,0 days 12:15:00,0 days 11:30:00,18-08-2022
77134583,25-01-2024,0 days 13:45:00,0 days 09:00:00,25-01-2024
77135692,14-09-2022,0 days 17:45:00,0 days 10:15:00,16-09-2022
77137222,16-07-2023,0 days 16:30:00,0 days 11:15:00,17-07-2023
77138149,23-01-2023,0 days 09:30:00,0 days 14:45:00,23-01-2023
77139029,25-03-2023,0 days 10:00:00,0 days 00:00:00,
77141794,23-04-2022,0 days 12:00:00,0 days 17:00:00,24-04-2022
77151414,,0 days 00:00:00,0 days 00:00:00,
77154863,,0 days 00:00:00,0 days 00:00:00,
77159209,11-09-2023,0 days 12:15:00,0 days 00:00:00,
77161703,09-02-2023,0 days 16:30:00,0 days 15:30:00,11-02-2023
77162898,,0 days 00:00:00,0 days 00:00:00,
77167702,,0 days 00:00:00,0 days 00:00:00,
77168294,14-09-2023,0 days 14:00:00,0 days 09:30:00,16-09-2023
77171016,22-01-2023,0 days 12:00:00,0 days 14:00:00,23-01-2023
77172238,28-07-2023,0 days 13:00:00,0 days 00:00:00,
77172936,,0 days 00:00:00,0 days 00:00:00,
77174161,20-05-2023,0 days 13:45:00,0 days 00:00:00,
77174597,23-11-2023,0 days 14:45:00,0 days 17:00:00,23-11-2023
77175617,14-12-2022,0 days 09:30:00,0 days 09:45:00,16-12-2022
77176147,13-02-2023,0 days 17:00:00,0 days 17:30:00,14-02-2023
77176544,12-05-2023,0 days 17:15:00,0 days 13:45:00,12-05-2023
77176914,08-01-2023,0 days 10:15:00,0 days 09:30:00,09-01-2023
77182505,,0 days 00:00:00,0 days 00:00:00,
77183214,06-10-2022,0 days 17:30:00,0 days 09:15:00,07-10-2022
77185352,,0 days 00:00:00,0 days 00:00:00,
77185417,19-08-2022,0 days 17:00:00,0 days 14:45:00,20-08-2022
77186586,04-01-2022,0 days 09:45:00,0 days 09:45:00,05-01-2022
77187412,26-07-2022,0 days 12:30:00,0 days 16:00:00,26-07-2022
77189634,25-12-2022,0 days 13:30:00,0 days 09:00:00,27-12-2022
77190608,04-07-2023,0 days 17:00:00,0 days 09:45:00,04-07-2023
77194013,12-02-2024,0 days 14:15:00,0 days 00:00:00,
77194469,09-02-2024,0 days 16:30:00,0 days 11:45:00,10-02-2024
77195977,,0 days 00:00:00,0 days 00:00:00,
77204383,23-02-2023,0 days 15:00:00,0 days 09:45:00,23-02-2023
77207261,19-09-2023,0 days 17:15:00,0 days 13:00:00,20-09-2023
77222987,07-02-2022,0 days 10:45:00,0 days 12:30:00,07-02-2022
77223079,23-06-2023,0 days 14:30:00,0 days 00:00:00,
77224325,29-05-2022,0 days 16:30:00,0 days 09:15:00,31-05-2022
77227248,16-02-2022,0 days 16:45:00,0 days 12:30:00,16-02-2022
77236886,,0 days 00:00:00,0 days 00:00:00,
77236970,16-04-2022,0 days 13:30:00,0 days 13:00:00,16-04-2022
77239704,02-06-2022,0 days 16:15:00,0 days 17:00:00,03-06-2022
77241311,,0 days 00:00:00,0 days 00:00:00,
77241680,30-03-2024,0 days 10:15:00,0 days 15:30:00,30-03-2024
77245726,16-11-2023,0 days 13:15:00,0 days 13:30:00,18-11-2023
77246547,23-04-2022,0 days 12:15:00,0 days 17:45:00,24-04-2022
77252568,06-10-2023,0 days 10:30:00,0 days 00:00:00,
77253402,28-02-2022,0 days 12:45:00,0 days 10:30:00,28-02-2022
77259613,,0 days 00:00:00,0 days 00:00:00,
77261517,25-05-2022,0 days 13:00:00,0 days 15:30:00,26-05-2022
77265801,20-06-2022,0 days 11:45:00,0 days 16:00:00,20-06-2022
77266361,04-02-2023,0 days 14:30:00,0 days 17:30:00,06-02-2023
77266464,28-04-2022,0 days 13:15:00,0 days 16:30:00,30-04-2022
77270880,,0 days 00:00:00,0 days 00:00:00,
77274136,25-12-2022,0 days 17:45:00,0 days 13:00:00,26-12-2022
77274241,02-02-2023,0 days 17:15:00,0 days 10:45:00,03-02-2023
77276435,04-01-2024,0 days 14:45:00,0 days 00:00:00,
77276645,,0 days 00:00:00,0 days 00:00:00,
77278338,21-09-2023,0 days 16:30:00,0 days 13:45:00,22-09-2023
77279635,23-07-2023,0 days 13:30:00,0 days 00:00:00,
77281090,13-06-2022,0 days 11:15:00,0 days 17:30:00,15-06-2022
77282190,11-06-2022,0 days 11:15:00,0 days 12:45:00,11-06-2022
77284894,12-01-2022,0 days 16:30:00,0 days 12:45:00,14-01-2022
77292380,29-11-2022,0 days 16:00:00,0 days 13:00:00,01-12-2022
77293217,17-08-2023,0 days 09:45:00,0 days 13:15:00,17-08-2023
77293740,09-03-2023,0 days 12:00:00,0 days 11:15:00,09-03-2023
77298521,24-10-2023,0 days 13:15:00,0 days 13:30:00,24-10-2023
77304275,20-02-2023,0 days 11:30:00,0 days 16:30:00,21-02-2023
77310493,30-01-2023,0 days 14:30:00,0 days 10:15:00,30-01-2023
77313639,,0 days 00:00:00,0 days 00:00:00,
77315545,24-07-2022,0 days 10:30:00,0 days 14:45:00,24-07-2022
77317001,,0 days 00:00:00,0 days 00:00:00,
77317875,04-05-2023,0 days 14:30:00,0 days 15:30:00,05-05-2023
77321614,23-12-2022,0 days 17:30:00,0 days 16:45:00,23-12-2022
77322690,18-06-2022,0 days 13:15:00,0 days 09:00:00,19-06-2022
77323036,28-03-2023,0 days 10:15:00,0 days 12:30:00,28-03-2023
77323835,09-05-2022,0 days 17:45:00,0 days 13:00:00,10-05-2022
77326641,27-08-2022,0 days 17:00:00,0 days 16:15:00,27-08-2022
77336454,23-06-2022,0 days 17:15:00,0 days 10:30:00,23-06-2022
77336905,,0 days 00:00:00,0 days 00:00:00,
77337709,,0 days 00:00:00,0 days 00:00:00,
77351525,16-02-2024,0 days 09:15:00,0 days 00:00:00,
77351635,20-12-2022,0 days 10:45:00,0 days 09:30:00,22-12-2022
77353152,04-02-2024,0 days 11:00:00,0 days 13:00:00,04-02-2024
77355419,08-07-2022,0 days 14:45:00,0 days 16:15:00,10-07-2022
77358487,18-10-2022,0 days 17:30:00,0 days 17:45:00,19-10-2022
77364046,12-02-2024,0 days 15:30:00,0 days 15:00:00,14-02-2024
77367203,10-07-2023,0 days 14:15:00,0 days 15:30:00,11-07-2023
77372346,13-05-2023,0 days 15:30:00,0 days 00:00:00,
77373312,15-09-2023,0 days 11:00:00,0 days 15:30:00,15-09-2023
77377022,,0 days 00:00:00,0 days 00:00:00,
77377905,21-02-2022,0 days 13:45:00,0 days 12:00:00,22-02-2022
77378254,28-08-2023,0 days 16:15:00,0 days 00:00:00,
77381500,14-11-2022,0 days 14:45:00,0 days 17:00:00,15-11-2022
77382199,,0 days 00:00:00,0 days 00:00:00,
77382299,,0 days 00:00:00,0 days 00:00:00,
77388280,12-04-2022,0 days 12:15:00,0 days 13:45:00,14-04-2022
77397497,18-03-2022,0 days 10:30:00,0 days 10:15:00,19-03-2022
77397901,,0 days 00:00:00,0 days 00:00:00,
77400510,04-01-2024,0 days 10:30:00,0 days 13:45:00,05-01-2024
77401071,05-10-2022,0 days 09:15:00,0 days 15:00:00,05-10-2022
77404479,30-03-2023,0 days 12:45:00,0 days 16:45:00,31-03-2023
77405271,27-04-2023,0 days 13:30:00,0 days 16:45:00,29-04-2023
77405321,25-12-2022,0 days 17:15:00,0 days 14:00:00,25-12-2022
77406317,30-05-2024,0 days 15:15:00,0 days 10:30:00,30-05-2024
77406664,,0 days 00:00:00,0 days 00:00:00,
77407734,29-04-2022,0 days 16:00:00,0 days 12:30:00,30-04-2022
77412282,28-06-2023,0 days 13:00:00,0 days 14:15:00,30-06-2023
77413355,,0 days 00:00:00,0 days 00:00:00,
77415119,04-08-2022,0 days 12:00:00,0 days 15:30:00,06-08-2022
77416019,,0 days 00:00:00,0 days 00:00:00,
77418191,15-06-2022,0 days 09:30:00,0 days 16:30:00,16-06-2022
77419542,10-01-2022,0 days 12:30:00,0 days 10:45:00,10-01-2022
77420864,10-03-2023,0 days 17:30:00,0 days 00:00:00,
77420947,01-01-2024,0 days 13:15:00,0 days 10:45:00,01-01-2024
77421330,26-10-2023,0 days 14:00:00,0 days 09:45:00,28-10-2023
77421350,16-01-2022,0 days 16:30:00,0 days 12:30:00,18-01-2022
